Latitude,Longitude,Depth(m),E1,E2,PeakSV,Time(UTC),"Track Name"
48.6403819195263,17.2889202502826,0.39,0.104,-1.000,216.437,2020-03-19T12:48:33,"Chart 19_03_2020 [0]"
48.6403819195263,17.2889292636556,0.41,0.079,-1.000,207.768,2020-03-19T12:48:34,"Chart 19_03_2020 [0]"
48.6403819195263,17.2889472904015,0.00,68.241,67.291,214.341,2020-03-19T12:48:36,"Chart 19_03_2020 [0]"
48.6403819195263,17.2889653171475,0.77,124.563,120.536,220.837,2020-03-19T12:48:38,"Chart 19_03_2020 [0]"
48.6403640518715,17.2889653171475,0.79,72.859,61.165,201.706,2020-03-19T12:48:39,"Chart 19_03_2020 [0]"
48.6403640518715,17.2889833438934,0.78,27.989,14.754,182.199,2020-03-19T12:48:40,"Chart 19_03_2020 [0]"
48.6403640518715,17.2890013706394,0.72,20.609,12.457,173.103,2020-03-19T12:48:41,"Chart 19_03_2020 [0]"
48.6403640518715,17.2890193973853,0.66,16.761,7.030,170.435,2020-03-19T12:48:42,"Chart 19_03_2020 [0]"
48.6403521400982,17.2890193973853,0.66,11.732,1.448,179.560,2020-03-19T12:48:43,"Chart 19_03_2020 [0]"
48.6403521400982,17.2890374241313,0.71,7.044,0.345,188.398,2020-03-19T12:48:44,"Chart 19_03_2020 [0]"
48.6403521400982,17.2890464375043,0.80,7.712,1.034,188.262,2020-03-19T12:48:46,"Chart 19_03_2020 [0]"
48.6403342724329,17.2890464375043,0.79,9.551,0.780,186.263,2020-03-19T12:48:47,"Chart 19_03_2020 [0]"
48.6403342724329,17.2890644642502,0.63,11.282,2.196,184.259,2020-03-19T12:48:48,"Chart 19_03_2020 [0]"
48.6403164047613,17.2890644642502,0.53,22.339,12.712,188.839,2020-03-19T12:48:50,"Chart 19_03_2020 [0]"
48.6403164047613,17.2890824909962,0.52,31.309,20.874,195.439,2020-03-19T12:48:51,"Chart 19_03_2020 [0]"
48.6402985370834,17.2891005177421,0.45,26.531,16.421,195.321,2020-03-19T12:48:53,"Chart 19_03_2020 [0]"
48.6402985370834,17.289118544488,0.50,25.972,14.791,200.005,2020-03-19T12:48:55,"Chart 19_03_2020 [0]"
48.6402806693991,17.289118544488,0.57,31.632,19.055,204.922,2020-03-19T12:48:56,"Chart 19_03_2020 [0]"
48.6402806693991,17.289136571234,0.72,34.247,21.261,199.431,2020-03-19T12:48:58,"Chart 19_03_2020 [0]"
48.6402687576061,17.289145584607,0.88,36.993,21.579,189.361,2020-03-19T12:49:00,"Chart 19_03_2020 [0]"
48.6402687576061,17.2891636113529,0.96,44.056,25.407,183.368,2020-03-19T12:49:01,"Chart 19_03_2020 [0]"
48.6402687576061,17.2891816380989,0.91,37.764,23.906,175.893,2020-03-19T12:49:03,"Chart 19_03_2020 [0]"
